latitude,longitude,energy,wavelength
60.0,0.0,-1.284122614354846,1050.0
60.0,10.0,-44.762757041424855,1050.0
60.0,20.0,1.0124370351519651,1050.0
60.0,30.0,-66.63213279991994,1050.0
60.0,40.0,104.46417450321694,1050.0
60.0,50.0,52.43465595222307,1050.0
60.0,60.0,-107.86930671677399,1050.0
60.0,70.0,37.75432689031646,1050.0
60.0,80.0,-13.891248909905872,1050.0
60.0,90.0,59.770185701916816,1050.0
60.0,100.0,-20.518324236915564,1050.0
60.0,110.0,-41.3310037935467,1050.0
60.0,120.0,-43.12402607500644,1050.0
60.0,130.0,97.34259182522182,1050.0
60.0,140.0,38.18201348072182,1050.0
60.0,150.0,65.71430492431301,1050.0
60.0,160.0,-4.8170320076063895,1050.0
60.0,170.0,-37.14374900420442,1050.0
60.0,180.0,-32.07848800222144,1050.0
60.0,190.0,34.36239003832635,1050.0
